ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineA1,headlineS1,headlineC1,t_PageSubmit1,headlineA2,headlineS2,headlineC2,t_PageSubmit2,headlineA3,headlineS3,headlineC3,t_PageSubmit3,headlineA4,headlineS4,headlineC4,t_PageSubmit4,headlineA5,headlineS5,headlineC5,t_PageSubmit5,headlineA6,headlineS6,headlineC6,t_PageSubmit6,headlineA7,headlineS7,headlineC7,t_PageSubmit7,headlineA8,headlineS8,headlineC8,t_PageSubmit8,headlineA9,headlineS9,headlineC9,t_PageSubmit9,headlineA10,headlineS10,headlineC10,t_PageSubmit10,headlineA11,headlineS11,headlineC11,t_PageSubmit11,headlineA12,headlineS12,headlineC12,t_PageSubmit12,headlineA13,headlineS13,headlineC13,t_PageSubmit13,headlineA14,headlineS14,headlineC14,t_PageSubmit14,headlineA15,headlineS15,headlineC15,t_PageSubmit15,headlineA16,headlineS16,headlineC16,t_PageSubmit16,headlineA17,headlineS17,headlineC17,t_PageSubmit17,headlineA18,headlineS18,headlineC18,t_PageSubmit18,headlineA19,headlineS19,headlineC19,t_PageSubmit19,headlineA20,headlineS20,headlineC20,t_PageSubmit20,headlineA21,headlineS21,headlineC21,t_PageSubmit21,headlineA22,headlineS22,headlineC22,t_PageSubmit22,headlineA23,headlineS23,headlineC23,t_PageSubmit23,headlineA24,headlineS24,headlineC24,t_PageSubmit24,headlineA25,headlineS25,headlineC25,t_PageSubmit25,headlineA26,headlineS26,headlineC26,t_PageSubmit26,headlineA27,headlineS27,headlineC27,t_PageSubmit27,headlineA28,headlineS28,headlineC28,t_PageSubmit28,headlineA29,headlineS29,headlineC29,t_PageSubmit29,headlineA30,headlineS30,headlineC30,t_PageSubmit30,headlineA31,headlineS31,headlineC31,t_PageSubmit31,headlineA32,headlineS32,headlineC32,t_PageSubmit32,headlineA33,headlineS33,headlineC33,t_PageSubmit33,headlineA34,headlineS34,headlineC34,t_PageSubmit34,headlineA35,headlineS35,headlineC35,t_PageSubmit35,headlineA36,headlineS36,headlineC36,t_PageSubmit36,headlineA37,headlineS37,headlineC37,t_PageSubmit37,headlineA38,headlineS38,headlineC38,t_PageSubmit38,headlineA39,headlineS39,headlineC39,t_PageSubmit39,headlineA40,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region,seq,us
"R_6thfWX6XQFqXPah","2022-03-15 23:13:26","2022-03-15 23:23:28",100,602,1,"15","3,4","1,3,4,5,8",5,,,,,1,1,1,16.706,,,,,4,4,4,5.914,,,,,1,1,1,11.186,1,1,1,20.499,4,4,4,18.568,,,,,,,,,4,4,4,7.833,1,1,1,16.674,4,4,4,5.513,,,,,4,4,4,21.193,,,,,,,,,,,,,,,,,4,4,4,6.343,,,,,,,,,,,,,7,4,4,16.545,,,,,,,,,4,4,4,8.415,,,,,,,,,7,7,1,44.256,4,4,4,11.917,,,,,,,,,1,4,4,12.413,4,4,4,7.715,,,,,3,4,5,7.357,4,4,4,10.458,1,4,4,15.49,4,4,4,10.46,"17,57","4",1,3,3,3,0,100,"4,5",8,14.674,100,18.015,20,25.441,42,2,2,4,"1",8,5,8,1,1,42,2,9,1,2,4,1,2,2,
"R_2cjYlmIGf6zwebJ","2022-03-15 23:10:47","2022-03-15 23:23:31",100,763,1,"15","3","1,3,4",5,,,,,2,1,2,5.291,,,,,4,3,3,5.42,2,3,3,3.062,2,2,1,4.716,2,2,2,6.331,,,,,2,1,2,5.044,1,2,2,9.507,,,,,,,,,2,2,2,5.334,,,,,,,,,,,,,,,,,,,,,2,2,2,4.426,3,3,2,4.351,,,,,2,2,1,2.824,,,,,3,3,2,4.406,1,2,3,38.215,2,2,1,7.374,2,2,3,3.513,,,,,,,,,3,2,3,4.688,,,,,,,,,3,3,3,4.877,,,,,2,1,2,3.331,,,,,3,4,3,84.07,2,2,3,4.338,,,,,,,,,"17","3,5",1,2,2,2,13,100,"4,5",8,5.654,50,12.875,20,46.974,28,2,2,6,"1",3,6,6,2,2,28,2,11,1,1,4,1,2,2,
"R_23azEQDYpjz91ue","2022-03-15 23:11:52","2022-03-15 23:23:38",100,705,1,"15","","1,8",5,,,,,1,3,5,14.605,4,2,3,21.272,4,3,5,23.435,,,,,2,2,5,14.21,,,,,,,,,,,,,1,2,5,19.908,6,2,3,21.253,1,2,2,15.24,4,2,5,33.618,2,2,4,20.719,5,2,5,25.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,17.16,,,,,4,2,3,16.794,4,2,3,23.188,4,2,5,14.128,4,2,3,17.326,,,,,2,3,4,22.262,5,2,4,17.272,,,,,,,,,7,2,4,19.142,,,,,,,,,,,,,4,2,4,20.47,,,,,5,1,3,18.505,"1","3,5",1,3,2,2,53,61,"4,5",8,12.121,50,10.515,20,6.941,70,2,2,2,"1",6,4,4,2,2,70,2,3,1,1,4,1,2,2,
"R_1psvJaDnjS1HNpJ","2022-03-15 23:10:45","2022-03-15 23:23:55",100,790,1,"15","5","1,3,4,5,8,6",5,,,,,7,3,7,15.312,7,4,5,13.327,,,,,1,1,1,19.556,1,1,1,18.42,1,1,1,9.208,,,,,4,4,7,35.315,1,1,1,14.705,,,,,,,,,1,1,1,23.36,,,,,,,,,,,,,,,,,7,3,5,14.107,,,,,7,3,6,29.649,7,4,7,9.991,1,1,1,28.658,7,4,7,9.554,6,4,5,15.212,7,4,7,14.474,4,3,7,30.972,,,,,,,,,,,,,1,3,3,10.313,7,4,7,9.368,,,,,,,,,,,,,,,,,1,1,1,26.414,5,4,7,9.808,,,,,,,,,,,,,"2,3,4,6,7,9,18,44,59","3,5",1,2,2,3,47,79,"4,5",8,22.294,1,68.672,20,27.445,23,2,3,8,"1",8,6,9,2,2,23,2,13,1,2,9,1,1,2,
"R_XIoEjqBOqRkpyU1","2022-03-15 23:12:48","2022-03-15 23:24:06",100,678,1,"15","1,2,3","1,2,4",5,,,,,1,2,3,30.671,4,3,3,52.868,3,3,4,22.561,,,,,4,2,2,25.024,,,,,5,4,3,8.055,,,,,5,6,6,13.599,,,,,,,,,,,,,1,2,2,80.322,6,5,6,15.023,,,,,,,,,1,4,7,19.092,3,3,3,8.548,,,,,,,,,,,,,5,4,5,9.843,,,,,5,3,3,44.424,6,4,4,8.33,5,4,4,51.836,,,,,6,6,6,10.76,5,4,4,16.447,4,3,3,7.875,6,6,6,8.645,4,3,3,10.336,,,,,,,,,,,,,,,,,,,,,6,4,5,8.512,,,,,"4,25","3,5",2,5,5,5,100,0,"4,5",8,7.477,50,38.66,80,8.267,43,2,5,7,"4",5,3,6,2,2,43,2,14,10,1,8,2,4,2,
"R_2bQ4wRK8vp5j0xQ","2022-03-15 23:12:07","2022-03-15 23:24:27",100,740,1,"15","4","1,8",5,,,,,,,,,,,,,1,2,7,17.197,3,3,5,18.253,3,3,6,30.989,1,1,7,13.088,,,,,4,5,7,22.656,,,,,,,,,1,1,7,12.853,5,5,7,22.801,,,,,4,4,7,18.001,2,4,7,25.096,1,3,5,22.338,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,14.73,4,4,7,17.557,5,4,7,12.101,4,4,6,18.701,3,4,7,12.5,,,,,5,5,7,25.896,,,,,,,,,,,,,2,2,4,19.287,4,3,7,14.348,,,,,5,4,6,19.221,4,2,4,12.995,,,,,,,,,"3","3,5",3,3,3,3,38,63,"4,5",8,21.271,50,32.04,20,14.6,26,1,2,4,"2",1,3,8,2,2,26,1,8,2,1,4,3,4,2,
"R_3hbBobNO4IwSwcw","2022-03-15 23:10:54","2022-03-15 23:24:37",100,822,1,"15","3,4","1",5,3,3,3,10.56,,,,,,,,,2,2,2,36.071,,,,,,,,,,,,,3,3,3,13.073,,,,,,,,,2,2,2,26.745,2,2,2,81.234,,,,,3,3,3,12.817,2,3,3,10.388,2,2,2,6.176,2,2,3,70.129,,,,,2,2,2,7.097,,,,,3,2,2,8.637,,,,,3,2,2,8.09,,,,,,,,,,,,,5,1,1,23.394,2,1,1,6.936,2,2,1,7.921,,,,,,,,,3,3,3,19.683,3,1,1,8.672,3,2,2,13.648,,,,,,,,,,,,,,,,,2,2,2,16.372,3,2,2,11.071,"2","1",2,5,3,3,54,52,"3",8,9.79,10,51.653,20,15.554,35,2,3,3,"1",8,5,8,2,2,35,2,4,1,1,6,2,3,2,
"R_6ih2EUqrGPumj9D","2022-03-15 23:13:25","2022-03-15 23:24:40",100,674,1,"15","1,4,6","1",5,,,,,1,1,1,11.375,2,1,4,15.478,3,1,1,11.476,,,,,,,,,1,1,1,10.895,,,,,,,,,,,,,6,5,6,9.539,,,,,6,6,6,12.549,2,1,1,15.301,,,,,1,1,1,12.8,,,,,7,7,7,11.123,,,,,5,1,1,12.377,,,,,6,4,6,18.982,,,,,,,,,5,2,5,12.209,7,1,1,8.192,2,1,5,15.101,,,,,4,1,1,14.291,,,,,,,,,2,1,1,10.928,5,3,5,12.911,,,,,5,2,3,9.642,,,,,5,2,5,12.486,6,6,7,9.661,,,,,,,,,"2,5,12,19,26","6",1,2,1,2,11,68,"4,5",4,45.661,10,39.741,39,44.471,28,2,5,2,"1",3,2,2,2,2,28,2,3,1,1,,,4,2,
"R_2Uc4AEtU7LLqWis","2022-03-15 23:12:53","2022-03-15 23:25:07",100,734,1,"15","1,2,3,4,5","1",5,3,1,4,11.801,,,,,,,,,,,,,4,1,3,33.671,,,,,4,1,5,31.237,,,,,1,1,1,12.614,,,,,4,4,6,14.065,1,1,1,10.889,4,3,6,13.749,,,,,,,,,1,1,1,38.972,1,1,1,11.615,,,,,,,,,4,1,5,39.299,6,4,6,21.277,4,1,6,18.871,,,,,5,1,7,9.176,,,,,,,,,,,,,7,4,7,18.2,,,,,,,,,,,,,,,,,,,,,5,4,7,12.623,6,4,7,49.328,4,1,6,16.097,5,4,7,10.468,7,4,7,33.074,,,,,4,4,7,11.588,"3,5,7","3,5",1,3,2,3,0,41,"4,5",8,9.915,50,30.278,20,13.87,25,2,2,6,"1",4,5,3,2,2,25,2,11,1,1,4,1,3,2,
"R_3LheDhJcZ6tEjik","2022-03-15 23:13:14","2022-03-15 23:25:17",100,722,1,"15","1,3,5","1,2,4,8",5,,,,,,,,,,,,,1,1,1,15.3,,,,,,,,,,,,,1,1,1,11.593,1,1,1,16.217,7,7,7,14.621,1,1,1,9.97,,,,,,,,,1,1,1,28.515,3,1,1,33.174,1,1,1,11.099,,,,,1,1,1,10.827,,,,,4,4,4,19.282,,,,,,,,,,,,,,,,,,,,,7,7,7,11.233,,,,,,,,,7,7,7,13.464,,,,,1,1,1,12.084,7,7,7,9.44,,,,,7,7,7,11.949,5,7,7,31.13,1,1,1,13.969,7,7,7,24.88,7,7,7,14.028,,,,,7,7,7,9.356,"4,5,8,25","4",2,6,3,5,100,13,"4,5",8,32.765,50,22.178,20,18.501,58,2,3,6,"1",8,4,11,2,2,58,2,,1,1,,,3,2,
"R_1f3owjfmYbC78Ma","2022-03-15 23:13:35","2022-03-15 23:25:36",100,720,1,"15","3","1,8",5,,,,,7,7,7,29.878,,,,,,,,,1,1,1,6.6,,,,,,,,,,,,,1,1,1,5.479,1,1,1,4.401,1,1,1,5.338,1,1,1,12.601,,,,,,,,,1,1,1,19.887,,,,,1,1,1,1.225,1,1,1,2.039,,,,,1,1,1,3.377,1,1,1,5.063,1,1,1,16.19,1,1,1,2.301,1,1,1,3.261,,,,,1,1,1,5.448,,,,,1,1,2,3.227,,,,,,,,,,,,,,,,,,,,,1,1,1,15.259,,,,,1,1,1,5.251,,,,,1,1,1,8.174,1,1,1,3.397,,,,,"2","1",3,4,3,3,3,0,"1",8,28.976,10,15.279,20,7.09,31,1,2,3,"1",8,7,11,2,2,31,1,4,1,1,4,3,2,2,
"R_28BA8BPX2W8omRK","2022-03-15 23:10:34","2022-03-15 23:25:57",100,923,1,"15","2,4","1,3,4,5",5,4,1,1,23,,,,,,,,,4,1,1,11.328,4,1,1,16.467,,,,,1,1,1,12.961,,,,,,,,,,,,,2,1,1,13.038,,,,,,,,,1,1,1,12.032,3,1,1,12.394,3,1,1,24.865,1,1,1,10.3,,,,,1,1,1,30.025,,,,,4,1,1,15.94,,,,,,,,,,,,,2,1,2,34.783,,,,,,,,,4,1,1,13.863,5,1,1,75.291,,,,,4,1,1,10.126,4,1,1,18.609,1,1,1,15.862,3,1,1,13.97,,,,,,,,,,,,,,,,,1,1,1,115.779,4,1,1,13.457,"8","3,5",2,5,5,4,79,19,"4,5",8,17.542,50,38.992,39,21.401,56,2,5,11,"1",8,5,2,2,2,56,2,21,1,1,,4,2,2,
"R_3meFZibZmZsiB2I","2022-03-15 23:13:37","2022-03-15 23:26:12",100,754,1,"15","2,3","1,8",5,1,1,1,17.03,,,,,,,,,,,,,2,2,2,13.428,2,1,1,16.615,,,,,,,,,3,3,2,52.948,1,1,1,10.101,,,,,,,,,,,,,3,3,3,11.6,2,1,1,15.049,,,,,1,2,2,30.946,2,2,4,21.256,2,1,1,13.182,,,,,,,,,,,,,1,1,1,10.685,1,1,1,15.87,2,1,1,15.29,4,2,2,13.984,,,,,3,2,2,12.058,,,,,4,3,3,9.919,,,,,4,3,3,48.855,,,,,,,,,,,,,3,1,1,16.121,,,,,2,1,1,8.832,1,1,1,13.648,,,,,"6","3,5",2,4,4,4,77,57,"4,5",8,9.342,50,17.201,20,30.1,48,1,3,1,"1",8,5,6,2,2,48,1,1,1,1,6,2,3,2,
"R_2aCrFg5PX5RNM6D","2022-03-15 23:11:18","2022-03-15 23:26:20",100,902,1,"15","1,4","1,4",5,1,1,1,14.144,,,,,2,1,7,20.101,2,1,2,32.755,,,,,,,,,,,,,2,1,1,16.665,,,,,4,1,6,19.747,2,1,5,23.801,2,1,5,14.685,,,,,,,,,4,1,5,27.136,,,,,,,,,4,1,2,25.632,,,,,1,1,1,28.916,,,,,3,1,7,24.28,,,,,6,1,6,16.221,,,,,,,,,,,,,,,,,,,,,3,1,5,35.982,,,,,5,1,7,17.426,4,1,6,32.392,5,1,6,21.549,,,,,3,1,6,23.839,,,,,5,1,3,27.946,5,1,5,31.776,6,1,4,32.899,"4,10","3,5",2,5,3,5,86,25,"4,5",8,27.539,50,34.484,20,28.349,58,2,5,12,"1",7,7,4,2,2,58,2,,1,1,,,4,2,
"R_3fTTqrrf51BFS2i","2022-03-15 23:08:49","2022-03-15 23:26:21",100,1051,1,"15","3,5","1,8",5,1,1,1,16.062,1,7,7,26.043,,,,,1,1,4,21.739,3,1,1,20.812,,,,,,,,,,,,,,,,,,,,,5,1,5,62.179,,,,,1,1,1,24.804,,,,,1,1,1,22.267,2,1,4,22.314,2,1,1,29.223,2,1,5,20.634,,,,,,,,,,,,,5,1,1,17.386,5,2,6,42.525,5,3,7,20.698,,,,,,,,,,,,,,,,,6,3,6,25.879,,,,,6,1,4,24.607,,,,,,,,,6,3,5,64.563,7,3,5,19.7,3,1,5,24.283,,,,,6,4,7,23.384,2,1,7,14.926,,,,,"4","3,5",2,5,4,4,87,20,"4,5",8,13.419,50,16.391,20,15.122,63,2,3,2,"1",7,5,4,2,2,63,2,1,1,1,6,3,3,2,
"R_dprLe64A2HStjLH","2022-03-15 23:09:09","2022-03-15 23:27:52",100,1122,1,"15","1,2,3,4,5","1",5,,,,,,,,,3,1,1,17.549,,,,,3,2,2,34.219,,,,,1,1,1,28.395,3,2,2,28.273,,,,,2,2,2,12.95,3,1,3,40.384,,,,,1,1,2,38.602,3,1,2,71.463,3,1,1,21.596,,,,,,,,,,,,,3,1,2,50.739,,,,,2,1,2,41.977,,,,,2,4,4,42.794,,,,,3,2,2,22.153,5,4,3,24.878,,,,,,,,,,,,,4,2,2,35.57,1,1,1,32.146,,,,,5,5,3,33.507,,,,,,,,,,,,,,,,,3,1,1,25.536,2,1,1,13.373,6,4,3,52.939,"17","5",3,4,3,3,39,38,"3",48,100.788,1,43.501,2,72.27,54,1,2,9,"1",1,3,3,1,1,54,1,17,1,1,4,3,3,2,
"R_3MhrsFXTygjNJ6c","2022-03-15 23:12:33","2022-03-15 23:28:17",100,943,1,"15","3","8",5,,,,,,,,,,,,,2,1,1,15.549,,,,,,,,,1,1,1,17.178,4,1,1,21.201,4,2,6,23.544,,,,,4,1,1,15.626,2,1,1,12.45,4,1,1,21.026,4,1,1,26.512,,,,,,,,,,,,,,,,,4,1,3,25.332,4,1,1,14.652,,,,,,,,,,,,,4,2,5,15.999,6,1,1,22.501,3,2,5,18.972,,,,,4,2,2,21.889,,,,,4,1,1,15.738,6,5,2,16.899,,,,,,,,,4,1,1,36.632,5,2,3,19.746,5,1,1,22.946,,,,,,,,,,,,,4,1,1,12.705,"3","3,5",4,3,3,3,57,50,"4,5",8,41.157,50,15.701,20,28.069,53,2,2,7,"2",6,4,2,1,2,53,2,14,2,1,4,,3,2,
"R_24FZxZ7jktWYeVK","2022-03-15 23:10:32","2022-03-15 23:28:41",100,1088,1,"15","1","1",5,3,1,1,21.861,,,,,4,4,4,11.927,,,,,,,,,,,,,,,,,4,4,4,12.953,,,,,,,,,1,4,4,14.787,7,7,7,77.722,,,,,1,4,4,21.615,5,4,4,16.826,1,1,1,23.016,1,1,1,23.011,5,3,3,16.561,,,,,,,,,,,,,,,,,6,6,6,24.469,,,,,,,,,,,,,6,6,6,15.977,,,,,,,,,4,4,4,21.185,,,,,6,6,6,18.501,,,,,4,4,4,11.601,6,4,4,16.922,5,4,4,35.963,,,,,4,4,4,20.029,6,4,4,22.389,4,4,3,17.888,"4,22","3,5",2,5,5,5,71,39,"4,5",8,19.7,50,26.341,20,52.526,38,2,1,5,"1",8,4,6,2,2,38,2,9,1,1,,2,3,2,
"R_2xLcwWD9asIENIu","2022-03-15 23:13:22","2022-03-15 23:28:53",100,931,1,"15","1,3","1,2,3,4",5,1,1,1,10.787,,,,,1,1,1,22.429,,,,,1,1,1,10.384,,,,,,,,,,,,,1,1,1,11.716,4,2,5,18.023,,,,,,,,,,,,,1,1,1,10.761,,,,,1,1,1,10.497,1,1,1,11.005,3,3,5,16.082,5,4,5,21.725,,,,,,,,,,,,,,,,,,,,,3,1,3,15.626,2,1,3,23.159,7,5,7,30.63,6,4,7,17.912,,,,,,,,,,,,,5,4,5,13.199,1,1,1,11.087,,,,,,,,,5,4,5,19.214,3,2,3,75.271,1,1,1,39.378,,,,,3,1,3,24.483,"3,4,6,8,15,16,18","2",2,5,4,4,100,0,"4,5",8,15.612,50,16.191,20,49.579,42,2,3,11,"1",6,3,8,2,2,42,2,,1,1,,,4,2,
"R_2BrkLoi4XKYp7Cx","2022-03-15 23:11:31","2022-03-15 23:29:06",100,1054,1,"15","1","1,8",5,,,,,6,1,7,19.261,2,1,7,25.9,3,1,1,25.865,,,,,4,1,6,21.634,,,,,,,,,,,,,4,1,6,27.727,1,1,2,17.769,1,1,1,27.4,5,1,7,32.203,4,1,7,27.993,4,1,6,28.497,,,,,,,,,,,,,,,,,,,,,2,1,7,25.75,4,2,5,28.845,,,,,4,1,6,19.8,,,,,4,1,5,38.819,3,1,5,19.657,,,,,2,1,7,20.2,,,,,,,,,,,,,1,1,7,29.389,,,,,,,,,5,1,4,29.983,,,,,,,,,7,1,7,27.502,4,1,1,37.534,"4,19,46","3,5",2,6,3,3,90,75,"4,5",8,10.081,50,13.465,20,24.014,75,2,1,6,"1",8,5,5,2,2,75,2,11,1,1,3,2,2,2,
"R_3MuniKrifczXDRR","2022-03-15 23:14:04","2022-03-15 23:29:39",100,934,1,"15","1,2,4,5","1",5,,,,,1,1,1,14.39,1,1,1,40.9,5,5,5,67.547,1,1,1,10.901,1,1,1,8.96,1,1,1,8.15,,,,,5,3,4,39.816,,,,,,,,,,,,,1,1,1,13.384,1,1,1,14.27,3,3,3,30.028,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,25.3,,,,,,,,,,,,,4,4,4,26.784,,,,,1,1,1,13.488,7,7,7,13.947,4,4,4,33.354,,,,,,,,,7,7,4,47.71,4,4,4,19.234,,,,,4,4,4,18.927,,,,,5,5,5,17.149,6,6,6,15.643,,,,,"4,12,33,34","6",2,5,4,4,98,18,"4,5",8,22.386,10,36.599,20,49.362,73,1,2,11,"1",6,5,10,2,2,73,1,22,1,1,4,2,1,2,
"R_1ex7CldR43JbYuo","2022-03-15 23:13:56","2022-03-15 23:30:20",100,984,1,"15","1,3","6",5,1,1,1,14.076,3,1,1,25.511,,,,,,,,,,,,,,,,,,,,,1,1,1,35.225,1,1,1,37.094,,,,,,,,,7,1,4,22.147,1,1,1,13.952,,,,,,,,,1,1,1,18.668,,,,,7,1,5,13.895,7,1,1,16.842,1,1,1,25.471,7,1,1,19.963,,,,,7,7,7,16.472,7,1,4,28.795,,,,,7,1,1,28.493,7,1,5,35.136,1,1,1,22.262,,,,,,,,,,,,,4,1,1,56.026,7,1,1,23.099,,,,,,,,,,,,,7,1,7,14.096,,,,,,,,,5,1,1,30.683,"4,11","3,5",2,6,5,5,100,0,"4,5",8,22.695,50,35.577,20,18.473,55,2,3,1,"1,3",8,4,3,2,2,55,2,2,1,1,6,2,3,2,
"R_PLEgzAV2Rk0nQvn","2022-03-15 23:10:54","2022-03-15 23:31:39",100,1244,1,"15","3","1,8",5,1,1,1,18.251,,,,,,,,,1,1,1,19.762,,,,,,,,,,,,,3,2,2,33.656,,,,,,,,,6,2,2,35.727,1,1,1,17.052,,,,,1,1,1,22.777,4,4,1,24.685,1,1,1,22.158,1,1,1,19.275,1,1,1,26.943,,,,,,,,,6,6,1,80.341,,,,,1,1,1,24.763,,,,,,,,,,,,,5,5,5,26.921,1,1,1,31.221,4,1,4,47.544,,,,,,,,,1,1,1,22.668,1,1,1,29.86,7,7,1,34.231,,,,,,,,,,,,,,,,,1,1,1,36.693,6,6,1,21.019,"8","6",4,3,3,3,34,24,"5",8,30.575,50,77.336,20,43.964,,2,1,2,"1",8,7,7,2,2,78,2,,1,1,,,2,2,
"R_3iIRy5woCQ116KB","2022-03-15 23:14:15","2022-03-15 23:31:53",100,1057,1,"15","2","1,6",5,2,2,2,13.599,,,,,,,,,5,2,6,18.872,3,1,1,14.196,,,,,1,1,1,15.463,,,,,,,,,,,,,4,1,4,11.48,3,2,4,32.136,3,1,1,13.42,,,,,,,,,,,,,2,1,2,18.581,4,2,2,15.791,,,,,4,1,2,17.872,,,,,,,,,5,1,4,17.085,,,,,,,,,4,1,2,21.712,5,1,2,19.465,4,3,4,20.933,5,2,5,17.193,4,4,3,36.155,,,,,4,2,4,22.698,6,2,4,20.339,,,,,,,,,,,,,,,,,4,1,3,12.13,4,2,4,14.377,,,,,"2","3,5",3,4,4,4,64,36,"4,5",8,106.501,10,152.792,20,104.299,69,2,5,3,"1",8,5,6,1,2,69,2,5,1,1,9,3,2,2,
"R_3HUo82rgmoAmmCD","2022-03-15 23:13:54","2022-03-15 23:32:03",100,1088,1,"15","1,3,4","1,2,4,8",5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,16.348,1,1,1,13.983,,,,,1,1,1,22.625,7,7,7,19.99,1,1,1,15.141,,,,,,,,,,,,,1,1,1,17.76,1,1,1,35.964,1,1,5,20.857,1,1,1,20.62,1,1,1,26.733,7,7,7,19.702,,,,,1,1,5,22.182,,,,,6,3,7,27.928,1,1,5,18.444,7,3,7,22.301,7,7,7,17.164,,,,,7,5,5,28.976,,,,,7,5,7,30.601,,,,,,,,,,,,,,,,,3,5,6,72.41,,,,,,,,,7,7,7,20.378,"1,3,5,6,15,17,25,46,48","3,5",1,1,1,1,1,96,"4,5",15,59.601,50,105.866,20,60.154,47,4,2,2,"1,6",8,2,3,2,2,47,2,3,15,2,4,,3,2,
"R_1gMyieOxxDqdfDT","2022-03-15 23:11:33","2022-03-15 23:32:24",100,1251,1,"15","1,2,3","1",5,1,1,1,20.315,,,,,,,,,,,,,7,7,7,33.031,1,1,1,20.942,,,,,1,1,1,15.504,,,,,1,1,1,24.129,,,,,7,7,7,18.491,,,,,1,1,1,24.839,,,,,,,,,1,1,1,60.589,7,1,1,32.971,,,,,1,1,1,17.96,1,1,1,78.406,,,,,,,,,,,,,,,,,,,,,7,7,7,10.917,7,1,1,18.724,7,7,7,16.913,7,7,7,14.715,,,,,,,,,,,,,7,1,1,14.952,7,7,1,21.77,,,,,7,1,1,19.362,5,1,1,24.623,,,,,1,1,1,28.083,"4","3,5",2,6,5,5,100,0,"4,5",8,13.893,50,19.02,20,16.007,74,2,3,3,"1",8,4,3,2,2,74,2,6,1,1,6,2,3,2,
"R_UKeLfRjgfZfn44h","2022-03-15 23:13:19","2022-03-15 23:33:52",100,1232,1,"15","3,6","1,8,6",5,2,3,5,27.631,1,6,6,40.009,3,3,6,47.837,,,,,2,3,3,40.673,2,4,5,49.443,2,5,5,28.299,,,,,,,,,,,,,,,,,6,4,6,28.867,6,6,6,58.578,,,,,,,,,,,,,2,3,5,32.509,,,,,6,4,5,20.18,,,,,7,5,6,21.983,1,2,6,40.172,6,5,6,21.008,1,6,6,23.589,6,5,6,59.545,,,,,7,3,5,17.07,2,3,6,24.811,,,,,5,3,4,29.142,,,,,,,,,7,3,3,25.495,,,,,,,,,,,,,,,,,,,,,2,3,4,27.973,,,,,"2,4","3,5",2,6,5,5,100,66,"4,5",8,31.719,50,26.004,20,51.121,56,2,2,3,"1",8,3,3,1,2,56,2,6,1,1,4,2,3,2,
"R_1H78SXs6OxsH283","2022-03-15 23:13:07","2022-03-15 23:35:16",100,1328,1,"15","1,4","1,2,4",5,3,1,1,27.898,2,2,1,26.623,,,,,,,,,7,3,5,24.133,,,,,,,,,1,1,1,26.701,,,,,6,5,5,38.516,,,,,,,,,,,,,2,1,1,43.919,6,4,7,42.845,1,1,1,25.659,1,1,1,25.067,,,,,4,3,3,49.689,,,,,,,,,,,,,,,,,7,7,7,25.098,,,,,3,2,1,32.102,2,2,2,32.29,7,6,7,24.091,,,,,7,6,7,30.3,5,1,2,31.617,,,,,7,6,4,37.643,7,5,6,20.546,,,,,6,2,1,44.281,,,,,,,,,,,,,4,2,2,40.016,"2","3,5",2,6,5,5,80,9,"4,5",8,29.684,50,19.411,20,24.37,55,2,3,2,"1",8,1,6,2,2,55,2,,1,1,,2,3,2,
"R_27JAGkkvOSWxro2","2022-03-15 23:12:16","2022-03-15 23:37:22",100,1506,1,"15","1,2,3","1",5,5,5,5,27.072,,,,,,,,,5,5,5,22.899,,,,,,,,,,,,,5,5,5,47.641,5,5,5,24.544,5,5,5,23.062,6,6,6,22.565,,,,,,,,,6,6,6,34.968,,,,,4,4,4,41.327,,,,,5,5,5,29.789,,,,,5,5,5,20.731,,,,,5,5,5,22.645,5,5,5,27.325,,,,,5,5,5,22.031,5,5,5,21.259,,,,,5,5,5,20.755,,,,,,,,,4,4,4,28.786,5,5,5,19.135,,,,,,,,,,,,,4,4,4,25.318,,,,,,,,,6,6,6,20.413,5,5,5,25.932,"2,3,4","3,5",3,4,3,3,30,30,"4,5",8,30.735,50,70.081,20,27.648,61,1,2,6,"1",6,4,6,2,2,61,1,13,1,1,4,3,3,2,
